log_id,created_at,user_id,vip_level,char_name,rarity,origin,destination,status,gross_revenue,dispatch_cost,net_profit,time_hours,profit_per_hour,is_red_card
L00791,2026-04-01 17:00:00,U0035,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00792,2026-04-09 14:00:00,U0004,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00793,2026-04-21 21:00:00,U0031,2,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L00794,2026-04-19 04:00:00,U0039,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00795,2026-04-21 19:00:00,U0067,3,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00796,2026-04-27 03:00:00,U0050,0,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00797,2026-04-01 05:00:00,U0005,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00798,2026-04-04 22:00:00,U0014,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00799,2026-04-17 23:00:00,U0020,1,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00800,2026-04-08 13:00:00,U0003,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00801,2026-04-16 01:00:00,U0095,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00802,2026-04-26 13:00:00,U0004,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00803,2026-04-04 03:00:00,U0030,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00804,2026-04-06 10:00:00,U0065,5,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L00805,2026-04-03 23:00:00,U0006,3,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L00806,2026-04-29 09:00:00,U0086,1,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00807,2026-04-02 04:00:00,U0093,1,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00808,2026-04-10 08:00:00,U0086,1,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00809,2026-04-26 11:00:00,U0070,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00810,2026-04-03 12:00:00,U0080,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00811,2026-04-02 00:00:00,U0087,0,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00812,2026-04-29 20:00:00,U0060,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00813,2026-04-04 17:00:00,U0039,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00814,2026-04-15 11:00:00,U0097,3,Blacksmith,Blue,Capital,Mines,Failed,0,100,-100,4,0.0,False
L00815,2026-04-24 11:00:00,U0044,2,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00816,2026-04-12 18:00:00,U0032,0,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00817,2026-04-21 01:00:00,U0029,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00818,2026-04-06 05:00:00,U0016,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00819,2026-04-26 13:00:00,U0087,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00820,2026-04-19 03:00:00,U0034,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00821,2026-04-15 00:00:00,U0087,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00822,2026-04-27 09:00:00,U0052,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00823,2026-04-19 14:00:00,U0074,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00824,2026-04-26 18:00:00,U0060,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00825,2026-04-29 23:00:00,U0031,2,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00826,2026-04-26 13:00:00,U0004,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00827,2026-04-04 15:00:00,U0043,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00828,2026-04-29 15:00:00,U0037,0,Nyx,Gold,Capital,Mines,Failed,0,300,-300,4,0.0,False
L00829,2026-04-21 08:00:00,U0040,2,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00830,2026-04-21 16:00:00,U0017,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00831,2026-04-26 14:00:00,U0074,4,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L00832,2026-04-18 21:00:00,U0072,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00833,2026-04-03 13:00:00,U0036,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00834,2026-04-29 23:00:00,U0040,2,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00835,2026-04-18 23:00:00,U0069,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00836,2026-04-21 04:00:00,U0043,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00837,2026-04-12 00:00:00,U0005,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00838,2026-04-26 17:00:00,U0043,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00839,2026-04-12 16:00:00,U0005,2,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00840,2026-04-11 06:00:00,U0038,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00841,2026-04-16 15:00:00,U0012,5,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00842,2026-04-28 20:00:00,U0063,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00843,2026-04-29 05:00:00,U0086,1,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00844,2026-04-27 05:00:00,U0075,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00845,2026-04-29 10:00:00,U0072,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00846,2026-04-22 10:00:00,U0075,0,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L00847,2026-04-04 06:00:00,U0069,5,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00848,2026-04-03 00:00:00,U0065,5,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00849,2026-04-07 02:00:00,U0047,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00850,2026-04-05 21:00:00,U0048,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00851,2026-04-06 18:00:00,U0078,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00852,2026-04-14 06:00:00,U0043,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00853,2026-04-06 16:00:00,U0054,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00854,2026-04-04 22:00:00,U0096,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00855,2026-04-17 12:00:00,U0015,2,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L00856,2026-04-04 17:00:00,U0014,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00857,2026-04-13 19:00:00,U0001,0,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00858,2026-04-15 01:00:00,U0018,1,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00859,2026-04-28 23:00:00,U0024,1,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00860,2026-04-09 20:00:00,U0091,5,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L00861,2026-04-28 10:00:00,U0038,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00862,2026-04-05 23:00:00,U0007,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00863,2026-04-28 10:00:00,U0025,0,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00864,2026-04-30 11:00:00,U0094,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00865,2026-04-26 15:00:00,U0053,0,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00866,2026-04-23 16:00:00,U0018,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00867,2026-04-24 20:00:00,U0067,3,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00868,2026-04-11 10:00:00,U0032,0,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L00869,2026-04-30 18:00:00,U0033,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00870,2026-04-22 20:00:00,U0065,5,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L00871,2026-04-06 09:00:00,U0087,0,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00872,2026-04-02 16:00:00,U0081,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00873,2026-04-30 22:00:00,U0062,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00874,2026-04-22 07:00:00,U0022,2,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L00875,2026-04-20 00:00:00,U0048,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00876,2026-04-13 13:00:00,U0051,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00877,2026-04-26 22:00:00,U0023,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00878,2026-04-26 11:00:00,U0092,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00879,2026-04-10 20:00:00,U0055,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00880,2026-04-29 20:00:00,U0086,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00881,2026-04-20 14:00:00,U0080,1,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00882,2026-04-26 22:00:00,U0068,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00883,2026-04-25 03:00:00,U0073,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00884,2026-04-21 05:00:00,U0091,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00885,2026-04-15 18:00:00,U0050,0,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00886,2026-04-07 20:00:00,U0090,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00887,2026-04-25 22:00:00,U0081,0,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00888,2026-04-27 20:00:00,U0075,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00889,2026-04-07 23:00:00,U0038,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00890,2026-04-27 06:00:00,U0039,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00891,2026-04-27 01:00:00,U0040,2,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00892,2026-04-24 17:00:00,U0057,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00893,2026-04-21 00:00:00,U0050,0,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00894,2026-04-24 10:00:00,U0044,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00895,2026-04-18 12:00:00,U0041,1,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00896,2026-04-18 11:00:00,U0091,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00897,2026-04-28 15:00:00,U0034,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00898,2026-04-12 15:00:00,U0074,4,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L00899,2026-04-28 16:00:00,U0024,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00900,2026-04-07 05:00:00,U0006,3,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00901,2026-04-16 13:00:00,U0034,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00902,2026-04-07 13:00:00,U0032,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00903,2026-04-18 09:00:00,U0061,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00904,2026-04-21 20:00:00,U0011,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00905,2026-04-10 00:00:00,U0013,0,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00906,2026-04-05 07:00:00,U0063,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00907,2026-04-25 15:00:00,U0022,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00908,2026-04-27 05:00:00,U0055,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00909,2026-04-14 07:00:00,U0088,5,Nyx,Gold,Capital,Black Market,Failed,0,300,-300,8,0.0,False
L00910,2026-04-26 03:00:00,U0097,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00911,2026-04-02 09:00:00,U0064,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00912,2026-04-13 00:00:00,U0064,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00913,2026-04-22 21:00:00,U0083,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00914,2026-04-04 17:00:00,U0021,5,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00915,2026-04-26 17:00:00,U0048,3,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00916,2026-04-25 11:00:00,U0036,5,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00917,2026-04-28 19:00:00,U0019,5,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00918,2026-04-29 09:00:00,U0089,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00919,2026-04-07 09:00:00,U0021,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00920,2026-04-17 10:00:00,U0039,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00921,2026-04-23 05:00:00,U0088,5,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L00922,2026-04-08 11:00:00,U0022,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00923,2026-04-15 14:00:00,U0016,3,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00924,2026-04-15 10:00:00,U0074,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00925,2026-04-20 07:00:00,U0030,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00926,2026-04-30 14:00:00,U0038,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00927,2026-04-03 04:00:00,U0085,2,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00928,2026-04-19 02:00:00,U0068,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00929,2026-04-20 09:00:00,U0095,3,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L00930,2026-04-12 05:00:00,U0087,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00931,2026-04-03 00:00:00,U0012,5,Nyx,Gold,Capital,Black Market,Failed,0,300,-300,8,0.0,False
L00932,2026-04-08 20:00:00,U0014,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00933,2026-04-04 05:00:00,U0094,3,Blacksmith,Blue,Fishing Village,Capital,Failed,0,100,-100,2,0.0,False
L00934,2026-04-18 15:00:00,U0043,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00935,2026-04-16 02:00:00,U0028,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00936,2026-04-21 01:00:00,U0069,5,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L00937,2026-04-09 09:00:00,U0015,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00938,2026-04-09 23:00:00,U0094,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00939,2026-04-29 05:00:00,U0078,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00940,2026-04-04 13:00:00,U0072,3,Blacksmith,Blue,Fishing Village,Capital,Failed,0,100,-100,2,0.0,False
L00941,2026-04-19 04:00:00,U0059,0,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L00942,2026-04-15 01:00:00,U0027,5,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L00943,2026-04-01 18:00:00,U0049,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00944,2026-04-29 04:00:00,U0035,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00945,2026-04-16 02:00:00,U0007,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00946,2026-04-01 05:00:00,U0052,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00947,2026-04-26 22:00:00,U0032,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00948,2026-04-02 07:00:00,U0021,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00949,2026-04-15 00:00:00,U0058,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00950,2026-04-19 01:00:00,U0019,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00951,2026-04-13 07:00:00,U0089,4,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00952,2026-04-16 05:00:00,U0004,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00953,2026-04-14 06:00:00,U0044,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00954,2026-04-27 20:00:00,U0021,5,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00955,2026-04-21 10:00:00,U0071,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00956,2026-04-21 10:00:00,U0084,5,Nyx,Gold,Capital,Black Market,Failed,0,300,-300,8,0.0,False
L00957,2026-04-26 10:00:00,U0047,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00958,2026-04-16 17:00:00,U0059,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00959,2026-04-25 12:00:00,U0008,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00960,2026-04-11 09:00:00,U0075,0,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L00961,2026-04-15 08:00:00,U0075,0,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L00962,2026-04-29 14:00:00,U0028,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00963,2026-04-08 09:00:00,U0020,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00964,2026-04-08 10:00:00,U0009,4,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L00965,2026-04-13 10:00:00,U0081,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00966,2026-04-21 11:00:00,U0043,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00967,2026-04-26 05:00:00,U0098,2,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L00968,2026-04-13 19:00:00,U0005,2,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00969,2026-04-15 17:00:00,U0083,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00970,2026-04-25 13:00:00,U0034,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00971,2026-04-22 07:00:00,U0029,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00972,2026-04-26 14:00:00,U0024,1,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L00973,2026-04-16 13:00:00,U0028,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00974,2026-04-13 10:00:00,U0069,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00975,2026-04-13 23:00:00,U0009,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00976,2026-04-25 00:00:00,U0034,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00977,2026-04-10 06:00:00,U0029,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00978,2026-04-21 01:00:00,U0012,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L00979,2026-04-03 21:00:00,U0042,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00980,2026-04-25 13:00:00,U0061,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00981,2026-04-19 09:00:00,U0089,4,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L00982,2026-04-22 14:00:00,U0040,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L00983,2026-04-16 00:00:00,U0009,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00984,2026-04-04 02:00:00,U0070,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00985,2026-04-24 12:00:00,U0097,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00986,2026-04-13 21:00:00,U0071,3,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L00987,2026-04-15 13:00:00,U0077,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00988,2026-04-08 19:00:00,U0033,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00989,2026-04-17 19:00:00,U0034,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L00990,2026-04-12 16:00:00,U0004,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L00991,2026-04-07 03:00:00,U0091,5,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L00992,2026-04-01 05:00:00,U0059,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L00993,2026-04-05 13:00:00,U0052,2,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L00994,2026-04-11 06:00:00,U0095,3,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L00995,2026-04-28 14:00:00,U0036,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00996,2026-04-26 15:00:00,U0050,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00997,2026-04-26 00:00:00,U0072,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L00998,2026-04-24 18:00:00,U0001,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L00999,2026-04-02 09:00:00,U0026,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L01000,2026-04-21 09:00:00,U0063,5,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L01001,2026-04-18 14:00:00,U0057,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L01002,2026-04-07 03:00:00,U0008,0,Nyx,Gold,Capital,Black Market,Failed,0,300,-300,8,0.0,False
L01003,2026-04-17 16:00:00,U0012,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L01004,2026-04-16 16:00:00,U0071,3,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L01005,2026-04-14 20:00:00,U0034,4,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L01006,2026-04-19 22:00:00,U0071,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L01007,2026-04-13 20:00:00,U0037,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L01008,2026-04-19 23:00:00,U0005,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L01009,2026-04-11 10:00:00,U0078,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L01010,2026-04-09 06:00:00,U0044,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L01011,2026-04-07 10:00:00,U0085,2,Aria,Red,Capital,Mines,Failed,0,500,-500,4,0.0,True
L01012,2026-04-12 00:00:00,U0063,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L01013,2026-04-03 19:00:00,U0098,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L01014,2026-04-25 21:00:00,U0002,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L01015,2026-04-23 20:00:00,U0006,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L01016,2026-04-09 18:00:00,U0098,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L01017,2026-04-05 00:00:00,U0024,1,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L01018,2026-04-27 04:00:00,U0040,2,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L01019,2026-04-27 00:00:00,U0001,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L01020,2026-04-18 07:00:00,U0015,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L01021,2026-04-24 18:00:00,U0051,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
